Course Name,University,Difficulty Level,Course Rating,Course URL,Skills
Develop a Company Website with Wix,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/develop-a-company-website-with-wix,project web maximization (psychology) brand E-Commerce Digital Marketing search engine optimization technical support Project Management Web Design business marketing
Marketing: Customer Needs and Wants,IESE Business School,Intermediate,4.4,https://www.coursera.org/learn/marketing-customers,pricing brand Channel Management Target Market Leadership and Management customer experience credit cards market (economics) value proposition Marketing business business-strategy
Population Health: Syndemics,Universiteit Leiden,Intermediate,5,https://www.coursera.org/learn/syndemics,health indicator interact syndemic comorbidity entry point biology qualitative research observation process interview life-sciences public-health
Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan,The University of Tokyo,Intermediate,4.8,https://www.coursera.org/learn/visual-literary-culture-in-japan,photography history japanese language Culture illustration art Poetry Writing Art History corporate spin-off spins arts-and-humanities music-and-art
Fundamentals of Engineering Exam Review,Georgia Institute of Technology,Intermediate,4.6,https://www.coursera.org/learn/fe-exam,flow network Permutations Mechanical Engineering hydraulics fluid mechanics beam robotics Differential Equations Civil Engineering torque Manometers physical-science-and-engineering mechanical-engineering
Linear Regression with Python,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/linear-regression,Python Programming Deep Learning R Programming mathematical optimization Regression Gradient Computer Programming linear regression linearity Machine Learning data-science machine-learning
Demand Analytics,Rutgers the State University of New Jersey,Beginner,4.4,https://www.coursera.org/learn/demand-analytics,Demand Forecasting supply chain analytics demand analytics supply chain seasonality Categorical Variable Forecasting Demand Planning analysis business business-essentials
Change Leadership: Strategic Route Analysis with Miro,Coursera Project Network,Advanced,5,https://www.coursera.org/learn/route-analysis-miro,leadership Innovation Planning Change Management empowerment business case modeling personal advertisement Mapping project business business-strategy
From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,IE Business School,Intermediate,4.6,https://www.coursera.org/learn/brand-image-high-impact-campaign,brand Advertising logo photography Brand Management Marketing unique selling proposition sales presentation brand marketing positioning (marketing) business marketing
Risk governance: Engage the board,Macquarie University,Beginner,4.8,https://www.coursera.org/learn/risk-governance-engage-the-board,international finance Risk Management Risk corporate governance leadership Communication orchard enterprise risk management management process risk management framework business leadership-and-management
Design Thinking and Predictive Analytics for Data Products,University of California San Diego,Intermediate,4.3,https://www.coursera.org/learn/design-thinking-predictive-analytics-data-products,Logistic Regression supervised learning gradient descent Gradient statistical classification Categorical Variable Machine Learning Regression Missing Data analysis data-science data-analysis
Deep Learning Inference with Azure ML Studio,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/azure-machine-learning-studio-deep-learning-inference,web service inference Deep Learning web application Experiment interfaces Machine Learning Network Model web Python Programming data-science machine-learning
Project Management: Creating the WBS,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/project-management-creating-the-wbs,Leadership and Management Project Management deliverable delegation schedule estimation (project management) Microsoft Excel organizing (management) decomposition project business business-essentials
Approximation Algorithms,EIT Digital,Intermediate,4.5,https://www.coursera.org/learn/approximation-algorithms,relative change and difference approximation algorithm heuristic hindley milner type system polynomial-time approximation scheme Algorithms load balancing Polynomial linear programming approximation computer-science algorithms
Analyzing Video with OpenCV and NumPy,Coursera Project Network,Advanced,4.5,https://www.coursera.org/learn/analyzing-video-opencv-numpy,opencv c dynamic memory allocation internet Framing Python Programming display devices pixel Software Engineering Numpy ipython computer-science software-development
Fundamentals of Parallelism on Intel Architecture,Intel,Intermediate,4.6,https://www.coursera.org/learn/parallelism-ia,Computer Architecture architecture simd parallel computing unified parallel c message passing memory automatic vectorization openmp message computer-science software-development
Tinkering Fundamentals: Motion and Mechanisms,Exploratorium,Intermediate,5,https://www.coursera.org/learn/tinkering-motion-mechanisms,discipline chaining pedagogy teaching child experience funds principle augmented assignment phenomenon personal-development personal-development
Text Mining and Analytics,University of Illinois at Urbana-Champaign,Beginner,4.2,https://www.coursera.org/learn/text-mining,probability Topic Model Natural Language Processing modeling analysis Document Classification Mixture Model text mining analytics sentiment analysis data-science data-analysis
Geodesign: Change Your World,The Pennsylvania State University,Intermediate,4.7,https://www.coursera.org/learn/geodesign,Geology Collaboration Urban Planning process Interior Design Geographic Information System Influencing lecture awareness Strategy physical-science-and-engineering environmental-science-and-sustainability
Design of High-Performance Optical Systems,University of Colorado Boulder,Advanced,4.4,https://www.coursera.org/learn/design-high-performance-optical-systems,focal (hp-41) order of approximation approximation system u optics algorithm prism (surveillance program) beam robotics physics mir:ror curvature physical-science-and-engineering electrical-engineering
Introduction to PicsArt for Social Media Marketing,Coursera Project Network,Intermediate,Not Calibrated,https://www.coursera.org/learn/introduction-to-picsart-for-social-media-marketing,media psychology Social Media Video Editing visual arts media market project Accounting budget ordered pair social media marketing business marketing
Introduction to Artificial Intelligence (AI),IBM,Conversant,4.7,https://www.coursera.org/learn/introduction-to-ai,Machine Learning artificial general intelligence application domain ethics of artificial intelligence Human Learning language Artificial Neural Networks Computer Vision ethics Deep Learning data-science machine-learning
Security Best Practices in Google Cloud,Google Cloud,Beginner,4.7,https://www.coursera.org/learn/security-best-practices-in-google-cloud,key (cryptography) access control list data at rest authentication security encryption Software Security uniform resource locator System Software authorization information-technology cloud-computing
Nursing Informatics Leaders,University of Minnesota,Advanced,4.5,https://www.coursera.org/learn/health-informatics-leadership,leadership mentorship Leadership Development informatics experience research and development leadership style nursing nursing informatics Collaboration business leadership-and-management
Getting Started on Mainframe with z/OS Commands and Panels,IBM,Advanced,4.7,https://www.coursera.org/learn/z-commands-and-panels,ibm cobol system call editing login display devices exercise command-line interface Mainframe find (command) ispf information-technology data-management
"Probability Theory, Statistics and Exploratory Data Analysis",National Research University Higher School of Economics,Beginner,4.7,https://www.coursera.org/learn/probability-theory-statistics,Studentized Residual General Statistics probability theory Central Tendency probability probabilistic independence Random Variable Data Analysis covariance randomness math-and-logic math-and-logic
Teaching the Violin and Viola: Creating a Healthy Foundation,Northwestern University,Not Calibrated,4.6,https://www.coursera.org/learn/teach-violin-lessons,hand Scaling adult icm registry child music group dynamics exercise Stroke posture arts-and-humanities music-and-art
Chemerinsky on Constitutional Law - The Structure of Government,"University of California, Irvine",Beginner,4.7,https://www.coursera.org/learn/chemerinsky-on-constitutional-law-structure-of-government,foreign policy federal reserve system authority constitution tax law law erisa law labour law undecidable problem semigroup action social-sciences law
Nanophotonics and Detectors,University of Colorado Boulder,Advanced,3.8,https://www.coursera.org/learn/nanophotonics-detectors,tailored access operations noise enabling materials Operations Management recommender systems homework e-nable electronics euler's totient function physical-science-and-engineering electrical-engineering
Image Denoising Using AutoEncoders in Keras and Python,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/autoencoders-image-denoising,noise image processing Machine Learning grayscale noise reduction ordered pair Python Programming Test Set Autoencoder Tensorflow data-science machine-learning
Introduction to Supply Chain Finance & Blockchain Technology,New York Institute of Finance,Advanced,4.7,https://www.coursera.org/learn/introduction-supply-chain-finance-blockchain-technology,FinTech supply chain BlockChain reason working capital chaining early adopter trade finance leverage (finance) Finance business business-strategy
Global Health Diplomacy,The State University of New York,Beginner,4.5,https://www.coursera.org/learn/global-health-diplomacy,Problem Solving running animal health choice Human Learning Disease Management in situ prevention must bellman equation social-sciences governance-and-society
"Global Postharvest Loss Prevention: Fundamentals, Technologies, and Actors",University of Illinois at Urbana-Champaign,Advanced,4.8,https://www.coursera.org/learn/postharvest,hazard analysis and critical control points supply chain food security prevention global food technology food science agriculture chaining agricultural products physical-science-and-engineering environmental-science-and-sustainability
Introductory Human Physiology,Duke University,Intermediate,4.7,https://www.coursera.org/learn/physiology,endocrinology organ system Human Learning biology physiology euler's totient function human biology biological anthropology homeostasis medicine life-sciences basic-science
Creating a Personal Site with Gatsby,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/creating-personal-site-gatsby,personal advertisement javascript syntax Web Development pageable memory web project syntax project mine Javascript template processor computer-science mobile-and-web-development
Discrete Math and Analyzing Social Graphs,National Research University Higher School of Economics,Beginner,4.4,https://www.coursera.org/learn/discrete-math-and-analyzing-social-graphs,categorization Discrete Mathematics Mathematics graphs probability randomness Graph Theory probability theory Combinatorics experiment (probability theory) math-and-logic math-and-logic
"Compare Inline, Internal, and External CSS",Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/compare-inline-internal-external-css,ordered pair CSS internality html display devices syntax web menu bar externality web page computer-science mobile-and-web-development
Data Visualization with Python,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/data-visualization-with-python,Heat Map Correlation And Dependence project Deep Learning numbers (spreadsheet) Data Visualization web c++ Python Programming graphs computer-science software-development
Creating Interactive Learning Videos with Edpuzzle,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/creating-interactive-learning-videos-edpuzzle,education project principles of learning interactive learning english language interactivity project mine flipping gamification of learning online learning social-sciences education
Introduction to Neurohacking In R,Johns Hopkins University,Advanced,4.7,https://www.coursera.org/learn/neurohacking,image registration wrapper function fmri cerebrospinal fluid R Programming euler's totient function image processing neuroimaging Computer Programming neuroscience data-science data-analysis
Intro to Acoustics (Part 1),Korea Advanced Institute of Science and Technology(KAIST),Intermediate,4.4,https://www.coursera.org/learn/intro-to-acoustics,energy acoustics biology Audio Engineering boundary element method Scaling risk-neutral measure xojo measurement sound physical-science-and-engineering mechanical-engineering
Financial Engineering and Risk Management Part II,Columbia University,Advanced,4.7,https://www.coursera.org/learn/financial-engineering-2,Risk Management capital market Leadership and Management financial engineering value at risk efficient frontier real options Finance derivative Risk business finance
Cybersecurity Capstone: Breach Response Case Studies,IBM,Beginner,4.7,https://www.coursera.org/learn/ibm-cybersecurity-breach-case-studies,penetration test ordered pair data breaches technical support breach (security exploit) Computer Security Incident Management security case study Network Security ransomware information-technology security
Cybersecurity Capstone: Breach Response Case Studies,IBM,Beginner,4.7,https://www.coursera.org/learn/ibm-cybersecurity-breach-case-studies,penetration test ordered pair data breaches technical support breach (security exploit) Computer Security Incident Management security case study Network Security ransomware information-technology security
Mind of the Universe: Science in Progress,Erasmus University Rotterdam,Advanced,4.8,https://www.coursera.org/learn/mind-of-the-universe-science-in-progress,interview peering facilitation maximization (psychology) physics experiments trial and error hypnosis observation online research methods comfort arts-and-humanities philosophy
Mathematical Game Theory,Saint Petersburg State University,Advanced,3.7,https://www.coursera.org/learn/mathematical-game-theory,bargaining probability minimax mathematical optimization Mathematical Theory & Analysis Strategy exercise opinion Continuous Function Game Theory math-and-logic math-and-logic
Business Model Canvas,Coursera Project Network,Beginner,4,https://www.coursera.org/learn/business-model-canva,message modeling Strategy value proposition proposition project Planning business plan revenue cost business leadership-and-management
Social Computing,University of California San Diego,Advanced,4.4,https://www.coursera.org/learn/social-computing,Machine Learning User Experience interaction design Market Research Experimental Design Map social computing user interface Human Computer Interaction User Research social-sciences governance-and-society
Capital Markets and Financial Institutions ï¿½ How to Survive Them,Moscow Institute of Physics and Technology,Intermediate,4.5,https://www.coursera.org/learn/capital-markets-and-financial-institutions,investment banking market liquidity Banking investment financial institution bond market expected utility hypothesis Finance capital market asset business finance
Build a Guessing Game Application using C++,Coursera Project Network,Conversant,Not Calibrated,https://www.coursera.org/learn/build-game-application-using-cpp,career method (computer programming) device drivers project project mine compiler text editors path (variable) career counseling language computer-science software-development
From Disease to Genes and Back,Novosibirsk State University,Intermediate,4.6,https://www.coursera.org/learn/disease-genes,genetics Cancer cystic fibrosis disease gene Human Genetics population genetics genomics medical genetics biology life-sciences basic-science
Introduction into General Theory of Relativity,National Research University Higher School of Economics,Advanced,4.6,https://www.coursera.org/learn/general-relativity,theory of relativity astronomy tailored access operations classical mechanics approximation quantum mechanics quantum computing relative change and difference physics euler's totient function physical-science-and-engineering physics-and-astronomy
"Managerial Accounting: Cost Behaviors, Systems, and Analysis",University of Illinois at Urbana-Champaign,Intermediate,4.7,https://www.coursera.org/learn/accounting-for-managers,cost Cost Accounting Accounting Operations Management manufacturing process management Management Accounting Activity Based Costing analysis break-even Leadership and Management business finance
Investment Strategy,Indian School of Business,Beginner,4,https://www.coursera.org/learn/investment-philosophy,real estate investing funds investment banking asset allocation investment strategy index fund investment Strategy asset hedge (finance) business finance
Generate Synthetic Images with DCGANs in Keras,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/generative-adversarial-networks-keras,Python Programming Tensorflow probability density function front and back ends Machine Learning Keras Generative Model Deep Learning modeling Artificial Neural Networks data-science machine-learning
Oceanography: a key to better understand our world,Universitat de Barcelona,Advanced,4.4,https://www.coursera.org/learn/oceanography,history chemistry salinity Topography Geology evolution remote sensing biosphere marine biology satellite physical-science-and-engineering environmental-science-and-sustainability
Amazon DynamoDB: Building NoSQL Database-Driven Applications,Amazon Web Services,Advanced,4.8,https://www.coursera.org/learn/dynamodb-nosql-database-driven-apps,NoSQL Combination backup and restore SQL Databases user (computing) streams amazon dynamodb display devices Amazon Web Services information-technology cloud-computing
Causal Inference,Columbia University,Intermediate,2.9,https://www.coursera.org/learn/causal-inference,probability Estimation Causal Inference Experiment propensity score matching Differential Equations Econometrics Causality panel data inference data-science probability-and-statistics
Language Classification with Naive Bayes in Python,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/language-classification,performance language classification Bayes Classifier substring language Python Programming Test Set Machine Learning Naive Bayes Classifier statistical classification data-science machine-learning
Analyzing Big Data with SQL,Cloudera,Advanced,4.9,https://www.coursera.org/learn/cloudera-big-data-analysis-sql-queries,Databases ternary conditional operator command-line interface join (sql) hive relational algebra Big Data SQL Apache order by data-science data-analysis
Introduction to HTML5,University of Michigan,Conversant,4.7,https://www.coursera.org/learn/html,web page Web Development web hosting service web accessibility html semantics HTML5 web syntax Web Design computer-science mobile-and-web-development
Compare Stock Returns with Google Sheets,Coursera Project Network,Beginner,4.3,https://www.coursera.org/learn/compare-stock-returns-google-sheets,sharpe ratio project stock market Standard Deviation Finance Microsoft Excel investment sortino ratio stock General Statistics business finance
Interpersonal Communication for Engineering Leaders,Rice University,Advanced,4.7,https://www.coursera.org/learn/interpersonal-communication,interpersonal communication crisis management communication planning facilitation crisis communication Communication leadership crisis interpersonal relationships personal branding business leadership-and-management
Develop and Deploy Windows Applications on Google Cloud Platform,Google Cloud,Advanced,4.6,https://www.coursera.org/learn/develop-windows-apps-gcp,microsoft windows Google App Engine openfabrics alliance Cloud Computing microsoft visual studio microsoft sql server SQL Server SQL Cloud Platforms Google Cloud Platform computer-science computer-security-and-networks
"Solar Energy Codes, Permitting and Zoning",The State University of New York,Intermediate,4.8,https://www.coursera.org/learn/solar-energy-codes-permitting-zoning,wind energy Industrial Electrical Construction HVAC Engineering energy physics Electrical Construction architecture Electrical Engineering Civil Engineering Solar Energy physical-science-and-engineering environmental-science-and-sustainability
Impute Data to Forecast Demand in Google Sheets,Coursera Project Network,Beginner,5,https://www.coursera.org/learn/impute-data-to-forecast-demand-in-google-sheets,spreadsheet Spreadsheet Software linearity Missing Data Forecasting imputation (statistics) project moving average demand evaluation data-science machine-learning
Animation for Game Development Using PyGame,Coursera Project Network,Beginner,4,https://www.coursera.org/learn/animation-for-game-development-using-pygame,pygame project euler's totient function display devices video game development physics Computer Graphics Python Programming Software Engineering computer animation computer-science software-development
"Computational Thinking for K-12 Educators: Abstraction, Methods, and Lists",University of California San Diego,Advanced,5,https://www.coursera.org/learn/block-programming-k12-educators-abstraction-methods,abstraction ?-recursive function laravel euler's totient function interactivity recursion Continuous Function lambda calculus puzzle index social-sciences education
Brand and Product Management,IE Business School,Beginner,4.7,https://www.coursera.org/learn/brand-management,brand Marketing architecture brand architecture Leadership and Management brand awareness Brand Management Product Management brand engagement awareness business marketing
Unsupervised Machine Learning for Customer Market Segmentation,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/machine-learning-for-customer-segmentation,Training Dimensionality Reduction recommender systems market (economics) project data clustering algorithms market segmentation Machine Learning unsupervised learning k-means clustering data-science machine-learning
Business Growth Strategy,University of Virginia,Intermediate,4.7,https://www.coursera.org/learn/uva-darden-business-growth-strategy,Leadership and Management Business Strategy Strategy market (economics) Mergers & Acquisitions real options valuation real options Growth Strategies Innovation scenario planning business business-strategy
The Art of Negotiation,"University of California, Irvine",Advanced,4.3,https://www.coursera.org/learn/art-of-negotiation,Leadership and Management Contract Negotiation Planning Project Management principle win-win game Communication project management certification Negotiation art business business-essentials
The Art of Negotiation,"University of California, Irvine",Advanced,4.3,https://www.coursera.org/learn/art-of-negotiation,Leadership and Management Contract Negotiation Planning Project Management principle win-win game Communication project management certification Negotiation art business business-essentials
The Blues: Understanding and Performing an American Art Form,University of Rochester,Intermediate,4.8,https://www.coursera.org/learn/the-blues,call and response art jazz improvisation Scaling jazz harmony gauss markov theorem music piano chord arts-and-humanities music-and-art
Plastic electronics,ï¿½cole Polytechnique,Intermediate,4.5,https://www.coursera.org/learn/plastic-electronics,interfaces Transporting physics electronics Electrical Engineering Microelectronics satellite Electrical Control molecular orbital Polyvinyl Butyral (PVB) physical-science-and-engineering electrical-engineering
Get Organized: How to be a Together Teacher,Relay Graduate School of Education,Intermediate,4.7,https://www.coursera.org/learn/together-teacher,hold education teaching educational psychology organizing (management) teacher training relative change and difference Planning psychology lists Leadership and Management social-sciences education
"Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications",Rice University,Advanced,4.8,https://www.coursera.org/learn/natural-attenuation-of-groundwater-contaminants,bioremediation process Geology Chemical Engineering water supply flow network case study f.lux chemistry groundwater remediation physical-science-and-engineering environmental-science-and-sustainability
Essentials of Entrepreneurship: Thinking & Action,"University of California, Irvine",Conversant,4.5,https://www.coursera.org/learn/entrepreneurial-thinking,Finance leadership Planning Entrepreneurship process Strategy Leadership and Management Human Resources Marketing Accounting business entrepreneurship
Advanced Algorithms and Complexity,University of California San Diego,Advanced,4.5,https://www.coursera.org/learn/Advanced-algorithms-and-complexity,linearity Computer Programming dynamic programming np-completeness Polynomial maximum flow problem linear programming linear inequality flow network Algorithms computer-science algorithms
Reproducible Templates for Analysis and Dissemination,Emory University,Advanced,4.7,https://www.coursera.org/learn/reproducible-templates-analysis,syntax github probability density function Booking yaml rstudio surround sound documents html ordered pair data-science data-analysis
Introduction to Faecal Sludge Management,ï¿½cole Polytechnique Fï¿½dï¿½rale de Lausanne,Intermediate,4.8,https://www.coursera.org/learn/faecalsludge,Engineering Design sewage Innovation Transporting Leadership and Management engineering management sustainability Urban Planning Planning Civil Engineering physical-science-and-engineering environmental-science-and-sustainability
Teach English Now! Lesson Design and Assessment,Arizona State University,Beginner,4.9,https://www.coursera.org/learn/lesson-design,Receiving lesson plan english language Planning Human Learning analysis teaching language resource education social-sciences education
Digital Signal Processing 2: Filtering,ï¿½cole Polytechnique Fï¿½dï¿½rale de Lausanne,Advanced,4.6,https://www.coursera.org/learn/dsp2,digital signal processing signal processing decorrelation electronics convolution graphs frequency domain stochastic stochastic processes relative change and difference physical-science-and-engineering electrical-engineering
Drug Commercialization,University of California San Diego,Beginner,4.7,https://www.coursera.org/learn/drug-commercialization,drug development Marketing pharmaceutical industry drug discovery biotechnology drugs clinical pharmacology pharmaceutical marketing intellectual property commercialization life-sciences healthcare-management
Introduction to Public Speaking,University of Washington,Intermediate,4.7,https://www.coursera.org/learn/public-speaking,Communication elevator pitch public speaking rhetoric Speech Writing human voice confidence Writing presentation speech business business-essentials
Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,Advanced,4.8,https://www.coursera.org/learn/entrepreneurship-strategy,Sales Strategy Finance exit (system call) Leadership and Management Business Strategy exit strategy leadership Strategy Sales Entrepreneurship business leadership-and-management
AI Workflow: Data Analysis and Hypothesis Testing,IBM,Advanced,4.2,https://www.coursera.org/learn/ibm-ai-workflow-data-analysis-hypothesis-testing,Null Hypothesis Probability Distribution General Statistics ordered pair Matplotlib Estimation hypothesis testing Data Analysis multiple comparisons statistical hypothesis testing data-science machine-learning
Medical Diagnosis using Support Vector Machines,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/medical-diagnosis-support-vector-machines,modeling evaluation measurement Support Vector Machine Python Programming Scikit-Learn project Accuracy And Precision Training Machine Learning data-science machine-learning
Bioinformatics Capstone: Big Data in Biology,University of California San Diego,Advanced,4.4,https://www.coursera.org/learn/bioinformatics-project,gene expression foodborne illnesses foodborne illness genetics gene Bioinformatics protein Gene Expression Analysis biology dnas life-sciences health-informatics
Guided Tour of Machine Learning in Finance,New York University,Intermediate,3.3,https://www.coursera.org/learn/guided-tour-machine-learning-finance,Algorithms Tensorflow Machine Learning probabilistic models Regression Reinforcement Learning Human Learning ordered pair Finance Artificial Neural Networks data-science machine-learning
Bonds and Fixed Income Mathematics,Coursera Project Network,Advanced,4.3,https://www.coursera.org/learn/bonds-fixed-income-mathematics,current yield fixed income Finance Machine Learning project maturity (finance) Data Analysis Mathematics income fixed income securities business finance
Foundations of Health Equity Research,Johns Hopkins University,Conversant,4.8,https://www.coursera.org/learn/health-equity-research,social determinants of health health care bias Social Media Platforms Social Media securities research health system health equity determinants of health social epidemiology life-sciences public-health
Cognitive Solutions and RPA Analytics,Automation Anywhere,Beginner,5,https://www.coursera.org/learn/cognitive-solutions-rpa-analytics,business analytics it operations analytics ordered pair mobile app user interface checkbox analytics extract application programming interfaces jpeg information-technology data-management
Mobile VR App Development with Unity,Unity,Advanced,2.9,https://www.coursera.org/learn/mobile-vr-app-development-unity,graphical user interface recursively enumerable set augmented reality tracking system Human Computer Interaction direct manipulation interface user control Virtual Reality head-mounted displays interfaces computer-science mobile-and-web-development
The Ancient Greeks,Wesleyan University,Beginner,4.7,https://www.coursera.org/learn/ancient-greeks,flourishing ancient greece greek mythology Culture war Art History reason art mythology history arts-and-humanities history
Leverage Google Finance Functions in Google Sheets,Coursera Project Network,Beginner,4.3,https://www.coursera.org/learn/google-finance-functions-google-sheets,leverage (finance) Chi-Squared Distribution Studentized Residual project stock investment banking Finance extract net profit financial markets business finance
Content Strategy for Professionals: Managing Content,Northwestern University,Advanced,4.5,https://www.coursera.org/learn/content-management-strategy,content creation Strategy content marketing content strategy blogging content management system multimedia consumer behaviour copywriting Communication business marketing
"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",Rice University,Beginner,4.7,https://www.coursera.org/learn/descriptive-statistics-statistical-distributions-business-application,probability Poisson Distribution Binomial Distribution Normal Distribution analysis Studentized Residual Statistical Analysis General Statistics Chi-Squared Distribution Microsoft Excel data-science data-analysis
The Politics of Skepticism,Erasmus University Rotterdam,Intermediate,4.6,https://www.coursera.org/learn/erasmus-philosophy-skepticism,religion intimate relationships intimate relationship dialogue principle skepticism prejudices deliberation philosophy prejudice arts-and-humanities philosophy
Learn to Speak Korean 1,Yonsei University,Beginner,4.9,https://www.coursera.org/learn/learn-speak-korean1,Communication Human Learning korean language listening speech public speaking Culture language Writing grammar language-learning other-languages
Cultural intelligence: Become a global citizen,Macquarie University,Advanced,4.7,https://www.coursera.org/learn/cultural-intelligence,Communication interact cultural capital strategic thinking global employment cultural intelligence Culture Average leadership business leadership-and-management
Strategic Career Self-Management,The State University of New York,Beginner,4.5,https://www.coursera.org/learn/strategic-career-self-management,Leadership and Management self-awareness personal advertisement competitiveness self-discovery career competence (human resources) employment career development brand personal-development personal-development
The Technology of Music Production,Berklee College of Music,Intermediate,4.7,https://www.coursera.org/learn/technology-of-music-production,Audio Production sound guitar electronic music electronics music Audio Editing microphone Sound Design ableton arts-and-humanities music-and-art
The Technology of Music Production,Berklee College of Music,Intermediate,4.7,https://www.coursera.org/learn/technology-of-music-production,Audio Production sound guitar electronic music electronics music Audio Editing microphone Sound Design ableton arts-and-humanities music-and-art
Storytelling and influencing: Communicate with impact,Macquarie University,Advanced,4.8,https://www.coursera.org/learn/communicate-with-impact,human voice Communication persuasion rapport Storytelling speech presentation motivation Influencing public speaking business leadership-and-management
Math behind Moneyball,University of Houston,Advanced,4.2,https://www.coursera.org/learn/mathematics-sport,Regression sports regression toward the mean Factorial Microsoft Excel Standard Deviation Mathematics augmented assignment simulation sports analytics data-science data-analysis
Web Connectivity and Security in Embedded Systems,EIT Digital,Advanced,4.5,https://www.coursera.org/learn/iot-connectivity-security,attack model cryptographic protocol application layer web service web link layer wireless security symmetric-key algorithm application layer protocols public-key cryptography computer-science computer-security-and-networks
Public Health in Humanitarian Crises 1,Johns Hopkins University,Intermediate,4.8,https://www.coursera.org/learn/humanitarian-public-health,crisis humanitarian nutrition public health law disaster emergency food security Leadership and Management emergency management social-sciences governance-and-society
Best Practices for iOS User Interface Design,"University of California, Irvine",Advanced,4.5,https://www.coursera.org/learn/ui,core data user interface recursively enumerable set flat design Swift Programming user interface design java annotation interfaces human interface guidelines iOS Development computer-science mobile-and-web-development
"Classification Trees in Python, From Start To Finish",Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/classification-trees-in-python,mathematical optimization Tensorflow statistical classification Random Forest decision tree Statistical Analysis Python Programming Machine Learning Scikit-Learn Categorical Data data-science data-analysis
Sustainability through Soccer: Systems-Thinking in Action,University of Virginia,Beginner,3.5,https://www.coursera.org/learn/sustainability-through-soccer,Framing systems thinking Scaling materials ecosystem wind energy thought energy adaptive capacity system dynamics physical-science-and-engineering environmental-science-and-sustainability
Introduction to Blockchain Technologies,INSEAD,Intermediate,4.7,https://www.coursera.org/learn/introduction-blockchain-technologies,peer-to-peer smart contract proof-of-work system cryptocurrency bitcoin public-key cryptography BlockChain bitcoin network ethereum Cryptography business business-essentials
Create basic behavior with C# in Unity,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/create-basic-behavior-csharp-unity,c++ Software Engineering block code modifier key component diagram c sharp (programming language) project soft key basic block unit type computer-science software-development
Action-Driven Business Plan: From the ï¿½Classroomï¿½ to the World,Technion - Israel Institute of Technology,Beginner,4.9,https://www.coursera.org/learn/startup-entrepreneurship-capstone,business process project planning product differentiation project Planning Market Research Creativity money flow index business plan project plan business entrepreneurship
Procurement Negotiation,Rutgers the State University of New Jersey,Beginner,4.9,https://www.coursera.org/learn/procurement-negotiation,Procurement supply chain management Planning purchasing management Strategic Sourcing category management supply chain Negotiation Contract Management Procurement Negotiations business leadership-and-management
Population Health: Governance,Universiteit Leiden,Advanced,4.8,https://www.coursera.org/learn/population-health-governance,coping with behavior Network Analysis organizational structure social network analysis performance partnership Culture Strategy health care business leadership-and-management
Open Source Software Development Methods,The Linux Foundation,Intermediate,4.5,https://www.coursera.org/learn/open-source-software-development-methods,project Leadership and Management leadership software open source github ethics Software Engineering Continuous Integration sources computer-science software-development
Understanding Korean Politics,Yonsei University,Intermediate,4.8,https://www.coursera.org/learn/understanding-korean-politics,Economics political science financial crisis international relations Determinants constitution korean language historical linguistics ordered pair crisis social-sciences governance-and-society
3D CAD Application,National Taiwan University,Advanced,4.9,https://www.coursera.org/learn/3d-cad-application,house plan wall building information modeling autocad computer-aided design 3d modeling autodesk 3ds max beam robotics Civil Engineering sketchup physical-science-and-engineering mechanical-engineering
Command Line Tools for Genomic Data Science,Johns Hopkins University,Intermediate,3.9,https://www.coursera.org/learn/genomic-tools,computational biology genomics presentation Biostatistics unix analysis molecular biology genetics command-line interface Bioinformatics data-science data-analysis
Healthcare Delivery Providers,University of Minnesota,Intermediate,4.6,https://www.coursera.org/learn/healthcare-delivery-providers,experience Healthcare Delivery Systems physicians physician Regulatory Affairs primary care physician Payments patient accountable care organization Specialty Care business finance
Emotion AI: Facial Key-points Detection,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/facial-key-point-detection,Machine Learning Training emotions project Deep Learning Tensorflow network performance facial Computer Vision Convolutional Neural Network data-science machine-learning
Getting Started with Cascading Style Sheet,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/getting-started-cascading-style-sheet,web HTML5 CSS html ordered pair Style Sheets Operating Systems Web Development Graphic Design Javascript computer-science mobile-and-web-development
